标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接,房源标签,核心卖点,小区介绍,周边配套,交通出行,税费解析,权属抵押,上次交易,挂牌时间,交易权属,房屋用途,房屋年限,产权所属,抵押信息,交易属性,户型分间,解析状态
观湖园独栋，带电梯井，户型方正，四面院子,"观湖园 , 观澜",7室2厅,163.08平米,东南,毛坯,3层,2012年,板楼,2100 万,128772 元,0,,,VR房源 | 房本满五年,https://sz.lianjia.com/ershoufang/105119100165.html,VR房源 | 房本满五年,独栋带两个房产证，户型方正，四面院子,,,,房屋权属为公司名下，税费比较多，目前还未交房产税，预估滞纳金较多，土地增值税预估是没有的。,,2014-06-10,2024-12-03,商品房,别墅,满五年,非共有,无抵押,挂牌时间:2024-12-03 | 交易权属:商品房 | 上次交易:2014-06-10 | 房屋用途:别墅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:已上传房本照片,客厅 / 61.38平米 / 无 / 落地窗 ; 卧室A / 10.91平米 / 无 / 普通窗 ; 卧室B / 14.99平米 / 无 / 普通窗 ; 卧室C / 13.89平米 / 无 / 普通窗 ; 卫生间A / 9.23平米 / 无 / 普通窗 ; 卫生间B / 4.08平米 / 无 / 普通窗 ; 阳台A / 9.79平米 / 无 / 普通窗 ; 阳台B / 5.36平米 / 无 / 普通窗 ; 露台A / 10.45平米 / 无 / 普通窗 ; 露台B / 103.95平米 / 西 北 东 南 / 普通窗 ; 过道 / 9.37平米 / 南 / 落地窗 ; 门厅 / 24.73平米 / 无 / 落地窗 ; 天井A / 3.5平米 / 无 / 无窗 ; 天井B / 2.96平米 / 无 / 无窗,
临湖大双拼，中空客厅，南北通，上下五层，大花园,"观湖园 , 观澜",6室2厅,250.75平米,南,毛坯,1层,2012年,板楼,1720 万,68595 元,0,,,VR房源,https://sz.lianjia.com/ershoufang/105103588548.html,VR房源,南北通，格局已经做好，花园280平，上下五层，业主诚心卖,观湖园一个纯别墅小区，占地37.***平方米，小区有3个湖，湖面宽度***平米，30%的绿化，游泳池，健身房都有，羽毛球场，篮球场,距离观澜湖新城约5公里，观澜湖新城是大型的Shopping Mall，一系列品牌都有进驻新城，购物娱乐都相当方便。距离观澜人民医院及伟光医院约6公里。小区到库坑小.學约1公里,观湖园别墅小区邻近梅观高速公路，距离梅观高速观澜出口约1.5公里，去南山约33公里，罗湖约30公里，福田约28公里，交通如此便利的接轨市内生活圈。到观澜汽车站和观澜湖新城约五公里，观澜湖新城是大型的Shopping Mall，交通出行娱乐购物也是相当方便,,,暂无数据,2019-12-22,商品房,别墅,暂无数据,非共有,有抵押 300万元,挂牌时间:2019-12-22 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:别墅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 300万元 | 房本备件:未上传房本照片,客厅 / 70.5平米 / 西南 东南 / 落地窗 ; 卧室A / 14.07平米 / 西北 / 普通窗 ; 卧室B / 14.81平米 / 东南 / 普通窗 ; 卧室C / 11.46平米 / 西北 / 普通窗 ; 卧室D / 17.11平米 / 无 / 未知窗户类型 ; 卧室E / 38.47平米 / 东南 / 普通窗 ; 厨房 / 10.63平米 / 西北 / 普通窗 ; 卫A / 2.41平米 / 无 / 无窗 ; 卫生间B / 4.35平米 / 无 / 无窗 ; 卫生间C / 7.58平米 / 西北 / 普通窗 ; 卫生间D / 13.14平米 / 西北 / 普通窗 ; 卫生间E / 4.62平米 / 无 / 无窗 ; 阳台A / 5.82平米 / 西南 东南 / 普通窗 ; 阳台B / 8.84平米 / 西南 西北 东北 / 普通窗 ; 阳台C / 7.61平米 / 西南 东南 / 普通窗 ; 阳台D / 10.62平米 / 西南 西北 / 普通窗 ; 阳台E / 8.98平米 / 西南 东北 东南 / 普通窗 ; 露台 / 64.83平米 / 西南 西北 东北 东南 / 普通窗 ; 储物间A / 29.31平米 / 无 / 无窗 ; 储物间B / 28.04平米 / 无 / 无窗 ; 车库 / 13.94平米 / 无 / 无窗 ; 地下室 / 84.45平米 / 无 / 普通窗 ; 楼梯间 / 8.12平米 / 无 / 无窗 ; 过道A / 9.27平米 / 无 / 无窗 ; 过道B / 7.74平米 / 无 / 无窗,
精装两房，户型方正通透，采光良好。小区绿化30%,"正兆 · 茗语华苑 , 观澜",2室1厅,65平米,东南,,低楼层(共32层),2014年,塔楼,156 万,24000 元,1,,,VR房源,https://sz.lianjia.com/ershoufang/105117797744.html,VR房源,此套房子已经满了五年业主想近期出手,小区有图书馆，运动场业主10年买的房子7栋花园电梯小区，绿化30%，人车分流，小区有图书馆，少儿室内亲子室，运动场，乒乓球室。,,本小区楼下就有公交站台，公交车有m510 m627 m135等多路公交,,,暂无数据,2024-08-01,商品房,普通住宅,暂无数据,共有,无抵押,挂牌时间:2024-08-01 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 17.53平米 / 西 / 普通窗 ; 卧室A / 11.51平米 / 无 / 未知窗户类型 ; 卧室B / 8.18平米 / 无 / 未知窗户类型 ; 厨房 / 3.81平米 / 无 / 无窗 ; 卫生间 / 2.83平米 / 北 / 普通窗 ; 阳台A / 4.42平米 / 西 / 普通窗 ; 阳台B / 2.64平米 / 无 / 无窗,
精装修，阳台朝向好，无遮挡，室内安静，全新无居住。,"中森公园华府 , 观澜",2室2厅,71.87平米,东南,,低楼层(共30层),2020年,板塔结合,386 万,53709 元,0,,,VR看装修 | 房本满五年,https://sz.lianjia.com/ershoufang/105116119282.html,VR看装修 | 房本满五年,精装修，阳台朝向好，无遮挡，室内安静，全新无居住 ，诚心出售,开发商为深圳中森，是以房地产为产业的企业，主要以珠三角地区和成渝地区为发展区域。 在深圳有几个住宅地产项目，为人熟知的应该是科技园片区华润城邻居的英伦名苑1-3期，以及龙岗的中森双子座。,项目位于龙华区观澜板块，观湖街道的东南方位。所在区域是深圳中轴北的产业，南接坂田天安云谷、龙华宝能科技城，东连平湖金融与现代服务业基地，西临观澜高新产业园， 北为观澜传统制造业聚集地带,,,,2020-05-30,2024-02-24,商品房,普通住宅,满五年,非共有,有抵押 客户偿还,挂牌时间:2024-02-24 | 交易权属:商品房 | 上次交易:2020-05-30 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 客户偿还 | 房本备件:已上传房本照片,客厅 / 27.34平米 / 南 / 普通窗 ; 卧室A / 11.07平米 / 南 / 落地窗 ; 卧室B / 8.35平米 / 无 / 未知窗户类型 ; 厨房 / 5.02平米 / 南 / 普通窗 ; 卫生间 / 3.02平米 / 东 / 普通窗 ; 阳台 / 4.52平米 / 西 南 / 普通窗,
金地天悦湾小区联排别墅，业主装修精致。,"金地天悦湾 , 观澜",13室4厅,287.32平米,东南,精装,1层,2012年,板塔结合,2890 万,100585 元,1,,,VR房源,https://sz.lianjia.com/ershoufang/105111595542.html,VR房源,金地天悦湾小区联排别墅，业主装修精致。,项目位于宝安区观澜街道梅观高速与环观南路交汇处，地处观澜鹭湖国际社区，由金地集团开发建造，金地物业，分两期开发；友邻高尔夫球会，距福田18公里，真正享受城市近郊别墅生活，入则宁静，出则繁华。,休闲区域：观澜湿地公园，新世纪广场、人民公园。商.业设施：天虹商场、格兰郡商.业街。医疗设施：龙华新综合医院；观澜医院。宾馆酒店：格兰云天大酒店。银行：中国银行、工商银行、招商银行。,多维立体交通：多条公交线路途经，无论是福田，罗湖，南山，宝安，龙岗，还是通往前海等区域便利，开车也十分方便.坐车除了公交以外还可以选择轨道交通。轻轨电车，|无缝连接地铁四号线清湖站,,,暂无数据,2022-09-23,商品房,别墅,暂无数据,非共有,有抵押 700万元,挂牌时间:2022-09-23 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:别墅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 700万元 | 房本备件:未上传房本照片,客厅 / 39.93平米 / 东北 / 普通窗 ; 餐厅 / 25.29平米 / 无 / 无窗 ; 书房 / 13.43平米 / 无 / 无窗 ; 卧室A / 10.77平米 / 无 / 无窗 ; 多功能间A / 35.9平米 / 无 / 无窗 ; 卧室B / 10.73平米 / 无 / 无窗 ; 多功能间B / 24.26平米 / 无 / 无窗 ; 卧室C / 9.5平米 / 西南 / 普通窗 ; 多功能间C / 30.03平米 / 西北 / 普通窗 ; 卧室D / 18.9平米 / 东北 / 普通窗 ; 卧室E / 24.48平米 / 西 西南 南 / 普通窗 ; 卧室F / 22.8平米 / 东北 / 普通窗 ; 卧室G / 16.44平米 / 西南 / 普通窗 ; 厨房 / 10.33平米 / 西南 / 普通窗 ; 卫生间A / 4.84平米 / 无 / 无窗 ; 卫生间B / 4.39平米 / 无 / 无窗 ; 卫生间C / 2.86平米 / 无 / 无窗 ; 卫生间D / 6.43平米 / 东北 / 普通窗 ; 卫生间E / 4.8平米 / 无 / 无窗 ; 卫生间F / 8.61平米 / 东北 / 普通窗 ; 阳台A / 9.92平米 / 无 / 无窗 ; 阳台B / 9.07平米 / 西南 西北 / 普通窗 ; 阳台C / 4.85平米 / 东北 / 普通窗 ; 阳台D / 9.59平米 / 西南 西北 东南 / 普通窗 ; 阳台E / 4.41平米 / 东北 东南 / 普通窗 ; 露台 / 27.27平米 / 西南 西北 东南 / 普通窗 ; 花园 / 50.54平米 / 西北 东北 东南 / 普通窗 ; 储物间A / 2.86平米 / 无 / 无窗 ; 储物间B / 4.92平米 / 无 / 无窗 ; 天井 / 12.58平米 / 无 / 无窗 ; 过道A / 25.75平米 / 无 / 无窗 ; 过道B / 19.88平米 / 无 / 无窗 ; 过道C / 29.42平米 / 无 / 无窗 ; 过道D / 20.49平米 / 无 / 无窗 ; 过道E / 24.73平米 / 无 / 无窗 ; 衣帽间A / 8.9平米 / 无 / 无窗 ; 衣帽间B / 10.11平米 / 无 / 无窗 ; 衣帽间C / 7.11平米 / 无 / 无窗,
纯别墅小区，中式别墅，采光好，通风通透,"观湖园 , 观澜",4室2厅,150.81平米,南,,中楼层(共4层),2009年,板楼,973 万,64519 元,5,,,VR房源 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105106215209.html,VR房源 | 房本满五年 | 随时看房,此房满5年，中式别墅，采光好，通风通透，东南向。自带车位,观湖园项目位于龙华新区观澜镇，邻近梅观高速公路，在梅观高速观澜出口。小区占地面积：37.***平方米，东南亚园林景观设计。双拼跟独栋管理费是6.5平米，叠拼的管理费是4.9平米，小区安保严密，24小时巡逻监控,距离观澜湖新城约5公里，观澜湖新城是大型的Shoig Mll，一系列品牌都有进驻新城，购物娱乐都相当方便。距离观澜人民医院及伟光医院约6公里,观湖园别墅小区邻近梅观高速公路，距离梅观高速观澜出口约1.5公里，去南山约33公里，罗湖约30公里，福田约28公里，交通如此便利的接轨市内生活圈。到观澜汽车站和观澜湖新城约五公里，观澜湖新城是大型的Shoig Mll，交通出行娱乐购物也是相当方便,,,2009-12-17,2021-01-08,商品房,普通住宅,满五年,非共有,有抵押,挂牌时间:2021-01-08 | 交易权属:商品房 | 上次交易:2009-12-17 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:已上传房本照片,客厅 / 48.78平米 / 无 / 未知窗户类型 ; 卧室A / 9.02平米 / 东 / 落地窗 ; 卧室B / 16.16平米 / 西 / 普通窗 ; 卧室C / 9.91平米 / 东 / 落地窗 ; 卧室D / 15.56平米 / 西 / 落地飘窗 ; 厨房 / 6.86平米 / 南 / 普通窗 ; 卫生间A / 4.79平米 / 东 / 普通窗 ; 卫生间B / 2.89平米 / 南 / 普通窗 ; 卫生间C / 5.55平米 / 无 / 无窗 ; 卫生间D / 5.21平米 / 南 / 普通窗 ; 阳台A / 5.22平米 / 西 北 南 / 普通窗 ; 阳台B / 6.1平米 / 西 北 南 / 普通窗 ; 露台 / 70.17平米 / 西 北 东 南 / 普通窗 ; 储物间 / 12.47平米 / 东 南 / 普通窗 ; 楼梯间 / 7.97平米 / 无 / 无窗 ; 过道 / 10.16平米 / 无 / 无窗,
珑门二期 精装四房 满五唯一 随时可看,"珑门二期 , 观澜",4室2厅,105.98平米,南,精装,中楼层(共32层),2018年,板塔结合,514 万,48500 元,0,,,VR房源,https://sz.lianjia.com/ershoufang/105121142207.html,VR房源,此房满五唯一 业主急出手 看上价格可以聊。,,,,,,暂无数据,2025-06-19,商品房,普通住宅,暂无数据,非共有,有抵押 400万元 农业银行 金融公司垫资,挂牌时间:2025-06-19 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 400万元 农业银行 金融公司垫资 | 房本备件:未上传房本照片,客厅 / 36.94平米 / 无 / 未知窗户类型 ; 卧室A / 12.31平米 / 无 / 未知窗户类型 ; 卧室B / 11.6平米 / 无 / 未知窗户类型 ; 卧室C / 8.25平米 / 西南 / 落地窗 ; 卧室D / 6.21平米 / 东北 / 落地窗 ; 厨房 / 6.52平米 / 西南 / 普通窗 ; 卫生间A / 4.2平米 / 西南 / 落地窗 ; 卫生间B / 2.84平米 / 西南 / 落地窗 ; 阳台 / 4.2平米 / 西北 东北 / 普通窗 ; 衣帽间 / 3.83平米 / 无 / 无窗,
懿花园端头位别墅满五唯一红本在手 诚心出售,"懿花园 , 观澜",4室1厅,180.94平米,南 北,,1层,2012年,板楼,899 万,49685 元,0,,,VR房源,https://sz.lianjia.com/ershoufang/105121981890.html,VR房源,三层别墅，端户大花园，安静舒适，看山看水,和黄懿花园也叫盈峰翠邸，由和记黄埔地产(深圳)有限公司开发，位于横坑水库。项目规划为地上建筑4-10层，地下2层，共59栋建筑(其中57栋住宅，2所幼儿园，及公建以地下室形式布置于地块南端)。 机动车位：600个；高层地库车位385个，多层地库车位200个,医疗龙华人民第二医院（4600米百度地图测距龙华综合医院在建中3100米百度地图测距新科技园社区健康服务购物商场楼下佳又惠百货医院天虹（2400米百度地图测距,,,,暂无数据,2025-09-01,商品房,别墅,暂无数据,非共有,无抵押,挂牌时间:2025-09-01 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:别墅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 46.1平米 / 无 / 落地窗 ; 卧室A / 13.16平米 / 西 北 / 落地窗 ; 卧室B / 15.8平米 / 西 南 / 落地窗 ; 卧室C / 11.91平米 / 无 / 落地窗 ; 卧室D / 19.01平米 / 无 / 落地窗 ; 厨房 / 7.5平米 / 无 / 普通窗 ; 卫生间A / 2.29平米 / 无 / 普通窗 ; 卫生间B / 4.05平米 / 北 / 普通窗 ; 卫生间C / 4.83平米 / 南 / 普通窗 ; 卫生间D / 4.11平米 / 无 / 普通窗 ; 卫生间E / 7.82平米 / 无 / 落地窗 ; 阳台 / 1.84平米 / 无 / 普通窗 ; 阳台A / 3.28平米 / 无 / 普通窗 ; 阳台B / 4.37平米 / 西 东 南 / 普通窗 ; 阳台C / 4.02平米 / 无 / 普通窗 ; 露台 / 53.16平米 / 无 / 普通窗 ; 储物间 / 2.87平米 / 无 / 无窗 ; 过道A / 8.21平米 / 无 / 无窗 ; 过道B / 7.72平米 / 无 / 无窗 ; 过道C / 4.02平米 / 无 / 无窗 ; 衣帽间 / 4.96平米 / 无 / 无窗,
房子户型方正 采光通风良好 视野开阔,"万科九龙山 , 观澜",4室2厅,124.2平米,东南,精装,低楼层(共33层),2016年,板楼,485 万,39050 元,1,,,VR房源 | 房本满五年,https://sz.lianjia.com/ershoufang/105116475238.html,VR房源 | 房本满五年,此房满五唯一，精装修四房，高层视野好,,配套有观澜天虹、兴万达广场、比邻新天地、中航格澜郡商圈、观澜老镇商圈、深圳绿道5号线、茜坑水库、大水坑水库、狮径公园、观澜人民医院。,,房子满五年不唯一，有抵押欠款，赎楼费用可以跟业主协商，可面议！,,2016-02-26,2024-03-25,商品房,普通住宅,满五年,非共有,有抵押,挂牌时间:2024-03-25 | 交易权属:商品房 | 上次交易:2016-02-26 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:已上传房本照片,客厅 / 37.93平米 / 无 / 无窗 ; 卧室A / 10.15平米 / 无 / 未知窗户类型 ; 卧室B / 9.6平米 / 无 / 未知窗户类型 ; 卧室C / 8.74平米 / 无 / 未知窗户类型 ; 卧室D / 15.52平米 / 南 / 落地窗 ; 厨房 / 5.62平米 / 南 / 普通窗 ; 卫生间A / 3.05平米 / 北 / 普通窗 ; 卫生间B / 4.04平米 / 北 / 普通窗 ; 阳台 / 9.36平米 / 无 / 无窗,
高坡别墅，门口邻水，满五年，没欠款，套内400平,"懿花园 , 观澜",5室2厅,198.27平米,南 西南,简装,1层,2013年,板楼,1260 万,63550 元,2,,,VR房源,https://sz.lianjia.com/ershoufang/105119629562.html,VR房源,地势高位，上下四层半使用率高，有花园，独立车位。,和黄懿花园也叫盈峰翠邸，由和记黄埔地产(深圳)有限公司开发，位于横坑水库。项目规划为地上建筑4-10层，地下2层，共59栋建筑(其中57栋住宅，2所幼儿园，及公建以地下室形式布置于地块南端)。 机动车位：600个；高层地库车位385个，多层地库车位200个,,公交线路：公交（宝安高新科技园、观澜高新科技园）794、627、663、668、866，517.264.921路等 高速公路：机荷高速公路、梅观高速公路。有轨电车高新区站距离小区300米。出行便利,,,暂无数据,2025-02-10,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-02-10 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅A / 20.25平米 / 无 / 无窗 ; 客厅B / 50.44平米 / 无 / 落地窗 ; 卧室A / 9.89平米 / 无 / 普通窗 ; 卧室B / 16.78平米 / 无 / 未知窗户类型 ; 卧室C / 20.03平米 / 无 / 普通窗 ; 卧室D / 15.08平米 / 北 / 普通窗 ; 卧室E / 24.12平米 / 南 / 普通窗 ; 厨房 / 8.08平米 / 无 / 普通窗 ; 卫生间A / 3.61平米 / 无 / 无窗 ; 卫生间B / 2.21平米 / 无 / 普通窗 ; 卫生间C / 3.61平米 / 无 / 普通窗 ; 卫生间D / 4.96平米 / 无 / 普通窗 ; 卫生间E / 3.53平米 / 北 / 普通窗 ; 卫生间F / 7.39平米 / 无 / 无窗 ; 阳台A / 3.74平米 / 无 / 普通窗 ; 阳台B / 4.87平米 / 西 北 东 / 普通窗 ; 阳台C / 3.83平米 / 西 东 南 / 普通窗 ; 阳台D / 19.95平米 / 无 / 普通窗 ; 露台 / 40.94平米 / 无 / 普通窗 ; 储物间A / 3.52平米 / 无 / 无窗 ; 储物间B / 4.42平米 / 无 / 无窗 ; 车库 / 23.17平米 / 无 / 无窗 ; 过道A / 7.35平米 / 无 / 无窗 ; 过道B / 7.5平米 / 无 / 无窗 ; 过道C / 3.73平米 / 无 / 无窗 ; 衣帽间 / 3.92平米 / 无 / 无窗,
