标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接,房源标签,核心卖点,小区介绍,周边配套,交通出行,税费解析,权属抵押,上次交易,挂牌时间,交易权属,房屋用途,房屋年限,产权所属,抵押信息,交易属性,户型分间,解析状态
房子满五年，东南向看花园，采光好，视野好，保养不错,"信义嘉御山5期 , 坂田",4室2厅,89.95平米,西南,精装,高楼层(共39层),2016年,塔楼,655 万,72819 元,0,,,VR看装修,https://sz.lianjia.com/ershoufang/105120323832.html,VR看装修,房子满五年，东南向看花园，采光好，视野好，自住保养不错,本小区是16年开盘，17年精装交楼，人车分流动静分离，目前车位能满足一家一车的需求，无需排队办理车位。小区的住户大部分都是华为或者福田上班人群。楼龄新，住户年轻。楼下的底商已全部开业基本满足日常生活需求。,小区下面自带底层店铺，开发商自持，目前已全部进驻，包括中西式餐饮、教育培训、婴幼儿用品，便利店及坂田天虹旗舰店，生活方便，小区内有幼儿园，家门口尽享优质生活，小区南侧是MIX City7层楼综合商心街区，有百佳华chao市，海底捞，麦当劳，星巴克等.,开车出行：小区出来贝尔路可快速上G94梅关高速，坂雪岗大道上坂银通道直通福田南山。 地铁出行：10号线坂田北站，10号线5号线中转站五和站。 公交出行：里石排站，坂田市场站，坂田路口站，坂田路口北站等,,,暂无数据,2025-04-07,商品房,普通住宅,暂无数据,非共有,有抵押 业主自还,挂牌时间:2025-04-07 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 业主自还 | 房本备件:未上传房本照片,客厅 / 24.59平米 / 无 / 未知窗户类型 ; 卧室A / 6.61平米 / 北 / 普通窗 ; 卧室B / 9.33平米 / 北 / 普通窗 ; 卧室C / 16.87平米 / 无 / 未知窗户类型 ; 卧室D / 6.24平米 / 北 / 普通窗 ; 厨房 / 4.95平米 / 北 / 普通窗 ; 卫A / 4.9平米 / 无 / 未知窗户类型 ; 卫B / 4.13平米 / 无 / 未知窗户类型 ; 阳台A / 5.08平米 / 北 / 普通窗 ; 阳台B / 1.33平米 / 北 / 普通窗 ; 过道 / 2.33平米 / 无 / 无窗 ; 门厅 / 3.87平米 / 无 / 无窗,
楼层好，视野开阔，无遮挡，地铁近,"荷棠里 , 坂田",3室2厅,88.64平米,西南,精装,中楼层(共32层),2024年,板楼,617 万,69608 元,3,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105120822928.html,地铁 | VR看装修,税费少。楼层好，视野开阔，无遮挡，地铁近,侨城荷棠里项目坐拥坂田站、五和站双地铁口。项目由2栋高层住宅，1栋高层酒店及裙楼组成。物业形态涵盖住宅、办公、酒店。小区配套社区、社区健康、邮政所、社区老年人日间照料，配套较为完善，日常需求便捷无忧,项目分布有德润荣君府、十二橡树庄园等多成熟住宅，还有多沿街底商，一路之隔是万科广场，1.5公里内有海达和成购物广场、阳光湾畔、坂田天虹、坂田广场和8号仓等。还有吉华医院、深圳人民医院坂田分院,项目有5、10号线两条地铁线经过。东、西向各有1个地铁站，向东是地铁10号线坂田站；向西是地铁5号线五和站。 500米内公交站集中分布在东西两侧，坂田医院站最近。有坂雪岗大道、五和大道交汇，也可上水官高速自驾便捷。,,,暂无数据,2025-05-22,商品房,普通住宅,暂无数据,非共有,有抵押 银行,挂牌时间:2025-05-22 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 银行 | 房本备件:未上传房本照片,客厅 / 28.3平米 / 北 / 落地窗 ; 卧室A / 8.5平米 / 北 / 落地窗 ; 卧室B / 13.56平米 / 无 / 未知窗户类型 ; 卧室C / 5.87平米 / 无 / 未知窗户类型 ; 卫A / 3.41平米 / 北 / 普通窗 ; 卫B / 3.4平米 / 北 / 普通窗 ; 阳台 / 5.41平米 / 北 / 落地窗 ; 过道 / 2.44平米 / 无 / 无窗,
城广五期91平精装三房 高楼层 采光佳 诚心出售,"佳兆业城市广场五期 , 坂田",3室2厅,91.58平米,北,精装,高楼层(共43层),2019年,板楼,466 万,50885 元,3,,,近地铁 | VR看装修 | 随时看房,https://sz.lianjia.com/ershoufang/105120615357.html,地铁 | VR看装修 | 随时看房,此房满五年，高楼层 通风视野佳，诚心出售,小区总共分为6期，壹万多户的大盘，总占地约三十万，项目总建面约壹佰捌拾万平米。3个幼儿园：十五万平米综合MALL，加270米酒店（六期项目），五期的地理位置在其他几期的中间位置，分别被一期、三期、五期环抱，位置安静。,新社区，人车分流，24小时保安轮流值班，社区有自己的健身广场和花园，园林式社区。占地约三十万平，建面约壹佰捌拾万平米，依托高新技术产业园，佳兆业城市广场物业形态丰富，集住宅、酒店于一体。小区左边是天安云谷、华为总部基地，配套齐全,项目靠着坂雪岗大道和坂澜大道，沿着坂雪岗大道可以去梅林关（去关内方向）、也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖。地铁10号线两个地铁口，岗头站和雪象站，交通便利。,,,暂无数据,2025-05-04,商品房,普通住宅,暂无数据,非共有,有抵押 408万元 中信 金融公司垫资,挂牌时间:2025-05-04 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 408万元 中信 金融公司垫资 | 房本备件:未上传房本照片,客厅 / 25.73平米 / 北 / 落地窗 ; 卧室A / 7.82平米 / 无 / 未知窗户类型 ; 卧室B / 12.28平米 / 无 / 未知窗户类型 ; 卧室C / 6.77平米 / 北 / 落地窗 ; 厨房 / 5.98平米 / 北 / 落地窗 ; 卫A / 4.5平米 / 无 / 未知窗户类型 ; 卫B / 4.31平米 / 无 / 未知窗户类型 ; 阳台A / 4.01平米 / 北 / 普通窗 ; 阳台B / 5.01平米 / 北 / 落地窗 ; 储物间 / 7.43平米 / 北 / 普通窗 ; 过道 / 3.25平米 / 无 / 无窗,
坂田地铁口电梯房，户型方正，业主诚心出售,"绿怡居 , 坂田",2室2厅,81.53平米,南,,中楼层(共23层),2003年,板塔结合,307 万,37655 元,0,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105120376558.html,地铁 | VR房源,房子已经满了5年，没有个税，买家只需要缴纳契税,绿怡居与富豪花园是同一个开发商建造，小区是由低层楼梯房，和高层电梯房组成。占地6000平共909户，1992年批地2003年竣工，与占地约27000㎡共425户的富豪花园共享一个大园林，同一个物业。小区北门就是环中线坂田A出口，是真正的地铁口小区,小区位于龙岗区布吉镇坂田长坑地段布龙公路168号，北侧有万科商写综合体在建。300米旭景二期内有旭景幼稚园。700米有大族云峰商场；距小区300米有两万㎡万科里。2km内有阳光湾畔、8号仓、坂田天虹等商场。1km有坂田医院。,"交通四通八达,小区在布龙路坂雪岗大道两大动脉交汇西南侧,南面1km上坂银南坪,通达福田南山方便；东面两个灯位上清平水官,通达罗湖盐田惠州；西侧2km上G94,通达宝安东莞广州；北达天安和华为。北门即5号线坂田地铁口,1站换10号线到福田口岸,东门即公交站",,,暂无数据,2025-04-12,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2025-04-12 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 29.22平米 / 北 南 / 普通窗 ; 卧室A / 9.49平米 / 西 / 普通窗 ; 卧室B / 8.66平米 / 西 / 普通窗 ; 厨房 / 4.84平米 / 北 / 普通窗 ; 卫 / 3.67平米 / 北 / 普通窗 ; 阳台 / 4.98平米 / 西 / 普通窗,
坂田地铁口物业 次新社区大四房 高楼层采光好,"大族云峰一期 , 坂田",4室2厅,140.8平米,南,精装,30层,2019年,板塔结合,950 万,67472 元,4,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105114955240.html,地铁 | VR看装修,房子满五唯一免个税 高楼层视野开阔 业主自住装修保养好,,小区分二期开发，小区配套有游泳池，儿童娱乐区，休息区，小区自己带湾畔MALL，满足购物娱乐需求。,,房子明年七月满五年，目前交易有全额增值税，个税，契税，城建等费用，实际以现税费清意为为准,,暂无数据,2023-10-03,商品房,普通住宅,暂无数据,非共有,有抵押 530万元,挂牌时间:2023-10-03 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 530万元 | 房本备件:未上传房本照片,客厅 / 40.23平米 / 东 南 / 落地窗 ; 卧室A / 8.8平米 / 西 / 落地窗 ; 卧室B / 12.62平米 / 无 / 未知窗户类型 ; 卧室C / 16.64平米 / 无 / 未知窗户类型 ; 卧室D / 10.59平米 / 无 / 未知窗户类型 ; 厨房 / 8.29平米 / 西 / 普通窗 ; 卫生间A / 3.74平米 / 西 / 普通窗 ; 卫生间B / 4.22平米 / 无 / 未知窗户类型 ; 阳台 / 5.39平米 / 西 东 南 / 落地窗,
电梯大4房，高楼层，视野好，全新精装修，拎包入住,"万科四季花城六期 , 坂田",4室2厅,127.9平米,南 西,,高楼层(共9层),2002年,板塔结合,658 万,51447 元,15,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105115298867.html,地铁 | VR看装修,电梯大四房，适合居家。全新装修，保养很好，看山景，视野好！,小区由万科地产集团开发，一共有36个独立苑，共分七期开发，花园式小区，绿化植被很多，带露天游泳池和健身会所及相应运动器械供住户健身，社区运动氛围棒；万科物业24小时严格管控，夜间有保安巡逻，外人基本无法随意出入，,小区内有博雅、曼京、海丽达幼儿园等，商场类有华润万家，海达和成购物广场、阳光湾畔，8号仓奥特莱斯等。医疗类有深圳坂田医院、布吉医院花城社康医院（小区内）；网球场，篮球场，健身会所等！,交通出行： 此房距离地铁5号线和10号线A口和300米，交通发达，小区旁边有布龙路、梅观高速、机荷高速、南坪快速等，乘坐公交或驾车出行到福田、罗湖、南山等地较方便（距离信息来源于百度地图）,,,暂无数据,2023-11-10,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2023-11-10 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 31.72平米 / 西 南 / 落地窗 ; 卧室A / 10.92平米 / 无 / 未知窗户类型 ; 卧室B / 15.07平米 / 北 / 落地飘窗 ; 卧室C / 9.54平米 / 无 / 未知窗户类型 ; 卧室D / 9.16平米 / 南 / 落地窗 ; 厨房 / 7.54平米 / 西 南 / 普通窗 ; 卫A / 2.89平米 / 北 / 普通窗 ; 卫B / 4.32平米 / 南 / 普通窗 ; 阳台A / 7.1平米 / 西 南 / 普通窗 ; 阳台B / 2.3平米 / 南 / 普通窗 ; 储 / 1.39平米 / 无 / 无窗 ; 过道 / 6.62平米 / 无 / 无窗,
嘉御山中间位置三房安静 装修好 看花园,"信义嘉御山 , 坂田",3室1厅,84.36平米,西北,精装,低楼层(共31层),2013年,板楼,580 万,68753 元,10,,,近地铁 | VR看装修 | 随时看房,https://sz.lianjia.com/ershoufang/105110740698.html,地铁 | VR看装修 | 随时看房,此房满五不唯一，配套齐全，采光充足，位置安静,,,地铁5号线五和站已通车，10号线坂田北已通车 还有大型公交站台，多路公交；,,房子目前是满五年不唯一，业主因为要换房，所以才考虑出售此房子。,暂无数据,2022-06-13,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2022-06-13 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 25.51平米 / 西北 东南 / 落地窗 ; 卧室A / 19.76平米 / 无 / 未知窗户类型 ; 卧室B / 10.13平米 / 无 / 未知窗户类型 ; 卧室C / 8.61平米 / 无 / 未知窗户类型 ; 厨房 / 5.54平米 / 无 / 未知窗户类型 ; 卫生间A / 3.07平米 / 无 / 未知窗户类型 ; 卫生间B / 3.74平米 / 无 / 未知窗户类型 ; 阳台 / 4.43平米 / 西南 西北 东北 / 普通窗 ; 过道 / 4.7平米 / 无 / 无窗,
朝南大两房 靠山看花园 红本在手业主急卖,"金洲嘉丽园 , 坂田",2室2厅,68.82平米,东南 南,精装,6层,2004年,板楼,280 万,40686 元,16,,,VR房源 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105114505604.html,VR房源 | 房本满五年 | 随时看房,满五年不唯一  红本在手 朝南 中间位置 安静  东南朝向,金洲物业2002年批地，05年建成。管理费1元每平，占地约29000平米， 由12栋多层住宅正南正北向排成，共580户，240个车位，户型分别是两房、三房，一楼和顶楼带花园！内有幼儿园、泳池、生活广场，常住人员均是有为青年住家的一家老小，生活氛围好。,,社区距环中线坂田C出口约600米步行.10号线地铁坂田北站。70米内公交站台金洲嘉丽园站有：B668.B815.B903.M233.M374.M379.M448.M481 .321等等17条公汽等；开车两公里内即可上清平、梅观，水官 .南坪等快速路及高速，坂银通道。,,这套房子是红本在手的，不用赎楼，税费少，手续快， 如果资金快，很快就可以办理过户，,2006-05-10,2023-08-13,商品房,普通住宅,满五年,共有,无抵押,挂牌时间:2023-08-13 | 交易权属:商品房 | 上次交易:2006-05-10 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:共有 | 抵押信息:无抵押 | 房本备件:已上传房本照片,客厅 / 25.95平米 / 南 / 普通窗 ; 卧室A / 11.28平米 / 南 / 落地飘窗 ; 卧室B / 8.56平米 / 东 / 落地飘窗 ; 厨房 / 4.21平米 / 东 / 普通窗 ; 卫生间 / 3.22平米 / 东 / 普通窗 ; 阳台A / 4.5平米 / 东 南 / 普通窗 ; 阳台B / 4.24平米 / 东 / 普通窗 ; 过道 / 1.14平米 / 无 / 无窗,
佳兆业中央广场三期带入户+储物间3+1户型,"佳兆业中央广场三期 , 坂田",3室2厅,85.53平米,北,简装,45层,2016年,塔楼,499 万,58343 元,9,,,近地铁 | VR看装修 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105116069436.html,地铁 | VR看装修 | 房本满五年 | 随时看房,满五年，高楼层视野宽阔，采光充足，装修保养好；,,新社区，人车分流，24小时保安轮流值班，社区有自己的健身广场和花园，园林式社区。依托高新技术产业园，佳兆业城市广场物业形态丰富，集住宅、酒店于一体。隔壁就是天安云谷、华为总部。,项目是挨着坂雪岗大道和坂澜大道，沿着坂雪岗大道可以去梅林关（去关内方向）、也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖。交通很方便。高速交通：梅观高速、清平高速、坂雪岗大道、南坪快速,,,2016-01-19,2024-02-20,商品房,普通住宅,满五年,非共有,有抵押 400万元,挂牌时间:2024-02-20 | 交易权属:商品房 | 上次交易:2016-01-19 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 400万元 | 房本备件:已上传房本照片,客厅 / 32.15平米 / 北 / 落地窗 ; 卧室A / 8.08平米 / 无 / 未知窗户类型 ; 卧室B / 12.75平米 / 无 / 未知窗户类型 ; 卧室C / 8.88平米 / 无 / 普通窗 ; 卧室D / 6.03平米 / 西 / 普通窗 ; 厨房 / 9.39平米 / 西 / 普通窗 ; 卫A / 3.64平米 / 北 / 普通窗 ; 卫B / 4.16平米 / 无 / 未知窗户类型 ; 阳台A / 4.15平米 / 北 东 / 普通窗 ; 阳台B / 4.58平米 / 西 / 普通窗 ; 过道 / 5.51平米 / 无 / 无窗,
五园简装大开间户型，采光足看房方便,"万科第五园五期 , 坂田",1室0厅,42.29平米,南,简装,中楼层(共12层),2009年,塔楼,248 万,58643 元,3,,,VR看装修,https://sz.lianjia.com/ershoufang/105115305100.html,VR看装修,房子采光足，业主诚心出售，房子保养不错,万科第五园五期2010年开发建筑人车分流车位充足地下车库两层自带游泳池网球场儿童娱乐场老人休闲室，自带华润万家，钱大妈，水果先生，百果园早餐店等,300米有万科第五园九期万科里购物广场，800米坂田手造文化街，1公里有8号仓、阳光湾畔、海达和城等大型商场，购物休闲一条龙服务。800米有银湖山公园，有登山跑道，钓鱼场。,坂银通道首站，通道已开通，去福田很便捷，小区出门200米有公交站台，去华为和民治方向的车都有，还有一个去会展市内的车，里城公交总站有去科技园的车，自驾车出门右转就直通南坪快速。,,,暂无数据,2023-11-11,商品房,普通住宅,暂无数据,共有,有抵押 60万元 建设银行 客户偿还,挂牌时间:2023-11-11 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:共有 | 抵押信息:有抵押 60万元 建设银行 客户偿还 | 房本备件:未上传房本照片,卧室 / 15.43平米 / 无 / 未知窗户类型 ; 厨房 / 4.71平米 / 无 / 无窗 ; 卫生间 / 3.97平米 / 西北 / 普通窗 ; 阳台 / 3.42平米 / 无 / 未知窗户类型,
坂田地铁口三房两卫，次新房，满五年唯一，高楼层,"德润荣君府 , 坂田",3室2厅,87.37平米,南,,高楼层(共41层),2017年,板楼,610 万,69819 元,4,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105112307637.html,地铁 | VR看装修,坂田地铁口标准三房，次新房，满五年唯一，高楼层,,楼下自带幼稚园、5000㎡底商。布龙路以北万科100000㎡商写综合体建设中，西侧在建华侨城住宅、幼儿园及和美外国语项目（30班1500位置）。距小区1000有两万㎡万科里。2000内有阳光湾畔、8号仓、坂田天虹、大族云峰等商场。,"四通八达,小区邻布龙路坂雪岗大道两大动脉,南面1km上坂银南坪,通达福田南山方便；东面两个灯位上清平水官,通达罗湖盐田惠州；西北侧2km上G94,1 h到宝安东莞广州；北达天安和华为。150米到5号线坂田地铁口,0.5km到5&10号线换乘站五和，10站到福田口岸。",,,暂无数据,2022-12-19,商品房,普通住宅,暂无数据,非共有,有抵押 200万元,挂牌时间:2022-12-19 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 200万元 | 房本备件:未上传房本照片,客厅 / 24.33平米 / 无 / 未知窗户类型 ; 卧室A / 8.61平米 / 无 / 未知窗户类型 ; 卧室B / 13.46平米 / 无 / 未知窗户类型 ; 卧室C / 8.14平米 / 无 / 未知窗户类型 ; 厨房 / 5.75平米 / 南 / 普通窗 ; 卫生间A / 4.89平米 / 无 / 未知窗户类型 ; 卫生间B / 4.68平米 / 无 / 未知窗户类型 ; 阳台 / 4.85平米 / 西 东 南 / 普通窗 ; 过道 / 2.86平米 / 无 / 无窗,
